Species2,Country2,Speciality2,Source2,Year2,Antifungals,MIC_Interpretation
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,France,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Hematology/Oncology,Sputum,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Internal Medicine,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Aspergillus fumigatus,France,Geriatics,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida parapsilosis,New Zealand,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida parapsilosis,New Zealand,Unknown,Unknown,2014,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,New Zealand,Unknown,Unknown,2014,Fluconazole,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Micafungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida parapsilosis,New Zealand,Unknown,Unknown,2014,Fluconazole,Susceptible
Aspergillus fumigatus,New Zealand,Unknown,Unknown,2014,Voriconazole,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Anidulafungin,Susceptible
Candida albicans,New Zealand,Unknown,Unknown,2014,Micafungin,Susceptible
Candida glabrata,New Zealand,Unknown,Unknown,2014,Caspofungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Belgium,Internal Medicine,Bronchoalveolar lavage/wash,2014,Fluconazole,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Anidulafungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Micafungin,Susceptible
Candida albicans,Belgium,Surgery,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
Candida albicans,Belgium,Surgery,Bronchoalveolar lavage/wash,2014,Voriconazole,Susceptible
Candida albicans,Belgium,Internal Medicine,Bronchoalveolar lavage/wash,2014,Fluconazole,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Anidulafungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Micafungin,Susceptible
Candida glabrata,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Anidulafungin,Susceptible
Candida albicans,Belgium,Intensive Care Unit,Bronchoalveolar lavage/wash,2014,Micafungin,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Singapore,Neurology,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Neurology,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Singapore,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Singapore,Orthopedics,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Orthopedics,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Singapore,Intensive Care Unit,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Singapore,Internal Medicine,Blood culture,2014,Voriconazole,Intermediate
Candida glabrata,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Voriconazole,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Singapore,Internal Medicine,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Singapore,Intensive Care Unit,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Intensive Care Unit,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Singapore,Geriatics,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Singapore,Renal,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Singapore,Renal,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Singapore,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Singapore,Internal Medicine,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida krusei,Singapore,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida krusei,Singapore,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Singapore,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Singapore,Surgery,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Singapore,Surgery,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Singapore,Internal Medicine,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,General/GI,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,General/GI,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Korea,Transplant,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Transplant,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Korea,Infectious Disease,Intravenous/IV Line,2014,Fluconazole,Susceptible
Candida krusei,Korea,Hematology/Oncology,Blood culture,2014,Anidulafungin,Susceptible
Candida krusei,Korea,Hematology/Oncology,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Korea,Renal,Intravenous/IV Line,2014,Caspofungin,Susceptible
Candida parapsilosis,Korea,Renal,Intravenous/IV Line,2014,Voriconazole,Susceptible
Candida albicans,Korea,Renal,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Renal,Blood culture,2014,Micafungin,Susceptible
Candida krusei,Korea,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida krusei,Korea,Hematology/Oncology,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Intravenous/IV Line,2014,Fluconazole,Susceptible
Candida glabrata,Korea,Neurosurgery,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Korea,Neurosurgery,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,Neurosurgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,Neurosurgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,Infectious Disease,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,Infectious Disease,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,Urology/Prostate,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Korea,Hematology/Oncology,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Korea,Hematology/Oncology,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Korea,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida parapsilosis,Korea,Hematology/Oncology,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,Hematology/Oncology,Intravenous/IV Line,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Intravenous/IV Line,2014,Micafungin,Susceptible
Candida tropicalis,Korea,Infectious Disease,Intravenous/IV Line,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Infectious Disease,Intravenous/IV Line,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,Neurosurgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Korea,Renal,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Renal,Blood culture,2014,Micafungin,Susceptible
Candida parapsilosis,Korea,Neurosurgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Korea,Infectious Disease,Intravenous/IV Line,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Infectious Disease,Intravenous/IV Line,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,Hematology/Oncology,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,Hematology/Oncology,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida glabrata,Korea,Internal Medicine,Blood culture,2014,Anidulafungin,Susceptible
Candida glabrata,Korea,Internal Medicine,Blood culture,2014,Fluconazole,Intermediate
Candida glabrata,Korea,Internal Medicine,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,General/GI,Peritoneal fluid,2014,Caspofungin,Susceptible
Candida albicans,Korea,General/GI,Peritoneal fluid,2014,Voriconazole,Susceptible
Aspergillus fumigatus,Korea,Cardiothoracic/Pulmonary,Tissue,2014,Voriconazole,Susceptible
Candida parapsilosis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Korea,Family Practice,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,General/GI,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,General/GI,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,General/GI,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Voriconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida parapsilosis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Voriconazole,Susceptible
Candida parapsilosis,Korea,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida parapsilosis,Korea,General/GI,Blood culture,2014,Anidulafungin,Susceptible
Candida parapsilosis,Korea,General/GI,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Korea,General/GI,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Korea,Hematology/Oncology,Blood culture,2014,Caspofungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Korea,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Czech Republic,Intensive Care Unit,Blood culture,2014,Fluconazole,Susceptible
Candida tropicalis,Czech Republic,Cardiothoracic/Pulmonary,Blood culture,2014,Anidulafungin,Susceptible
Candida tropicalis,Czech Republic,Cardiothoracic/Pulmonary,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Czech Republic,Surgery,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Czech Republic,Surgery,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Czech Republic,Neurosurgery,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Czech Republic,Neurosurgery,Blood culture,2014,Micafungin,Susceptible
Candida albicans,Czech Republic,Neurosurgery,Intravenous/IV Line,2014,Caspofungin,Susceptible
Candida albicans,Czech Republic,Neurosurgery,Intravenous/IV Line,2014,Voriconazole,Susceptible
Candida albicans,Czech Republic,Cardiothoracic/Pulmonary,Intravenous/IV Line,2014,Anidulafungin,Susceptible
Candida albicans,Czech Republic,Cardiothoracic/Pulmonary,Intravenous/IV Line,2014,Micafungin,Susceptible
Candida albicans,Czech Republic,Surgery,Intravenous/IV Line,2014,Caspofungin,Susceptible
Candida albicans,Czech Republic,Surgery,Intravenous/IV Line,2014,Voriconazole,Susceptible
Candida albicans,Czech Republic,Internal Medicine,GI tract/bowel,2014,Fluconazole,Susceptible
Candida albicans,Czech Republic,Geriatics,Blood culture,2014,Caspofungin,Susceptible
Candida albicans,Czech Republic,Geriatics,Blood culture,2014,Voriconazole,Susceptible
Candida albicans,Czech Republic,Surgery,Blood culture,2014,Fluconazole,Susceptible
Candida albicans,Czech Republic,Pediatrics/Neonate,Blood culture,2014,Anidulafungin,Susceptible
Candida albicans,Czech Republic,Pediatrics/Neonate,Blood culture,2014,Micafungin,Susceptible
Candida glabrata,Czech Republic,Geriatics,Bronchoalveolar lavage/wash,2014,Caspofungin,Susceptible
